"bsn","district","address_id","latitude","longitude","street","plz","district_id"
"04B06","Charlottenburg-Wilmersdorf","333","52.4837512","13.3329902","Prinzregentenstr. 32","10715","13"
"04B07","Charlottenburg-Wilmersdorf","334","52.51087","13.31882","Schillerstr. 121","10625","13"
"04B08","Charlottenburg-Wilmersdorf","335","52.48169","13.3332","Prinzregentenstr. 60","10715","13"
"04E01","Charlottenburg-Wilmersdorf","336","52.50752","13.31647","Pestalozzistr. 97","10625","13"
"04E02","Charlottenburg-Wilmersdorf","337","52.51121","13.30518","Wilmersdorfer Str. 39","10627","13"
"04P07","Charlottenburg-Wilmersdorf","337","52.51121","13.30518","Wilmersdorfer Str. 39","10627","13"
"04E03","Charlottenburg-Wilmersdorf","338","52.5064144","13.3333737","Hardenbergplatz 2","10623","13"
"04E04","Charlottenburg-Wilmersdorf","339","52.50388","13.30782","Wilmersdorfer Str. 102","10629","13"
"04E05","Charlottenburg-Wilmersdorf","340","52.50551","13.31972","Bleibtreustr. 6","10623","13"
"04E07","Charlottenburg-Wilmersdorf","341","52.5037228","13.3302486","Kurfürstendamm 21","10719","13"
"04E09","Charlottenburg-Wilmersdorf","342","52.5034576","13.3084205","Mommsenstr. 45","10629","13"
"04E10","Charlottenburg-Wilmersdorf","343","52.50184","13.30543","Waitzstr. 7","10629","13"
"04E12","Charlottenburg-Wilmersdorf","344","52.5172","13.30944","Otto-Suhr-Allee 94","10585","13"
"04E13","Charlottenburg-Wilmersdorf","345","52.50186","13.32312","Kurfürstendamm 207-208","10719","13"
"04E14","Charlottenburg-Wilmersdorf","346","52.48799","13.33217","Berliner Str. 9","10715","13"
"04E15","Charlottenburg-Wilmersdorf","347","52.50529","13.32785","Fasanenstr. 81","10623","13"
"04P20","Charlottenburg-Wilmersdorf","347","52.50529","13.32785","Fasanenstr. 81","10623","13"
"04E17","Charlottenburg-Wilmersdorf","348","52.49988","13.31835","Lietzenburger Str. 102","10707","13"
"04E20","Charlottenburg-Wilmersdorf","349","52.48847","13.31779","Gieselerstr. 30A","10713","13"
"04E21","Charlottenburg-Wilmersdorf","350","52.4969812","13.2998924","Nestorstr. 7","10709","13"
"04E22","Charlottenburg-Wilmersdorf","351","52.48296","13.28064","Hubertusallee 73","14193","13"
"04E24","Charlottenburg-Wilmersdorf","352","52.49993","13.2961","Joachim-Friedrich-Str. 35-36","10711","13"
"04G21","Charlottenburg-Wilmersdorf","352","52.49993","13.2961","Joachim-Friedrich-Str. 35-36","10711","13"
"04E25","Charlottenburg-Wilmersdorf","353","52.4801727","13.3244616","Weimarische Str. 21-25","10715","13"
"04E27","Charlottenburg-Wilmersdorf","354","52.5183281","13.3224946","Salzufer 13-14","10587","13"
"04E28","Charlottenburg-Wilmersdorf","355","52.50591","13.29872","Windscheidstr. 18","10627","13"
"04E30","Charlottenburg-Wilmersdorf","356","52.4857593","13.323079","Wilhelmsaue 22","10715","13"
"04E31","Charlottenburg-Wilmersdorf","357","52.5215195","13.3253","Helmholtzstr. 2 -9","10587","13"
"04E32","Charlottenburg-Wilmersdorf","358","52.5089187","13.2369288","Dickensweg 17-19","14055","13"
"04E33","Charlottenburg-Wilmersdorf","359","52.4874","13.3287","Landhausstr. 26-28","10717","13"
"04E34","Charlottenburg-Wilmersdorf","360","52.51921","13.28073","Fürstenbrunner Weg 6","14059","13"
"04E36","Charlottenburg-Wilmersdorf","361","52.48725","13.29835","Hohenzollerndamm 53","14199","13"
"04E38","Charlottenburg-Wilmersdorf","362","52.49989","13.30885","Kurfürstendamm 170 ","10707","13"
"04E40","Charlottenburg-Wilmersdorf","363","52.52021","13.32865","Franklinstr. 10","10587","13"
"04E41","Charlottenburg-Wilmersdorf","364","52.48688","13.31644","Berliner Str. 53","10713","13"
"04E42","Charlottenburg-Wilmersdorf","365","52.50695","13.31494","Leibnizstr. 33","10625","13"
"04E43","Charlottenburg-Wilmersdorf","366","52.503325","13.3035333","Dahlmannstr. 1A","10629","13"
"04E44","Charlottenburg-Wilmersdorf","367","52.50989","13.26533","Württembergallee 31","14052","13"
