"bsn","Holzwerkstatt","Textilwerkstatt","Metallwerkstatt","Werkstatt für Elektronik","Keramikwerkstatt","Werkstatt","Werkstätten","Weberei","Bäckerei","Lehrküche","Lernwerkstatt","Lernwerkstätten","Einsatz von Laptops","Einsatz von Whiteboards","Einsatz von Beamern","Computerraum","Computerräume","Mediothek","Internetcafé"
"04P10",,,,,,,,,,,,,,,,,,,
"04P11",,,,,,,,,,,,,,,,,,,
"04P12",,,,,,,,,,,,,,,,,,,
"04P15",,,,,,,,,,,,,,,,,,,
"04P18",,,,,,,,,,,,,,,,,,,
"04P20",,,,,,,,,,,,,,1,,,,,
"04P20",,,,,,,,,,,,,,1,,,,,
"04P20",,,,,,,,,,,,,,,,,,,
"04P21",,,,,,,,,,,,,,,,,,,
"04P22",,,,,,,,,,,,,,,,,,,
"04P23",,,,,,,,,,,,,,,,,,,
"04P23",,,,,,,,,,,,,,,,,,,
"04P24",,,,,,,,,,,,,,,,1,,,
"04P25",,,,,,,,,,1,,,,,,,1,,
"04P25",,,,,,,,,,,,,,,,,,,
"04P27",,,,,,,,,,,,,,,,,,,
"04P34",,,,,,,,,,,,,,,,,,,
"04P35",,,,,,,,,,,,,,,,,,,
"04P36",,,,,,,,,,,,,,,,,,,
"04P37",,,,,,,,,,,,,,,,,,,
"04S01",,,,,,,,,,1,,,,,,1,,,
"04S01",,,,,,,,,,1,,,,,,1,,,
"04S02",1,1,,,1,1,,,,1,,,,,,1,,,
"04S03",,,,,,,,,,,,,,,,,,,
"04S04",,,,,,,,,,,,,,,,,,,
"04S05",,,,,,,,,,,,,,,,,,,
"04S05",,,,,,,,,,,,,,,,,,,
"04S05",,,,,,,,,,,,,,,,,,,
"04S06",,,,,,,,,,,,,,,,,,,
"04S07",,,,,,1,,,,,,,,,,,,,
"04S07",,,,,,1,,,,,,,,,,,,,
"04S07",,,,,,,,,,,,,,,,,,,
"04Y01",,,,,,,,,,,,,,,,,1,,
"04Y02",,,,,,,,,,,,,,,,,,,
"04Y03",,,,,,,,,,,,,,,,,1,,
"04Y04",,,,,,,,,,,,,,,,,1,,
"04Y05",,,,,,,,,,,,,1,,,,1,,
"04Y06",,,,,,,,,,,,,,,,1,,,
"04Y07",,,,,,,,,,,,,,1,,,1,,
"04Y08",,,,,,,,,,,,,,1,,,1,,
"04Y09",,,,,,,,,,,,,,,,,,,
"04Y10",,,,,,,,,,,,,,,,,1,,
"04Y11",,,,,,,,,,,,,,,,,,,
"05A01",,,,,,,,,,,,,,,,,,,
"05A02",,,,,,,,,,,,,,,,,,,
"05A03",,,,,,,,,,,,,,,,,,,
"05A04",,,,,,,,,,,,,,,,,,,
"05B01",,,,,,,,,,,,,,,,,,,
"05B01",,,,,,,,,,,,,,,,,,,
"05B01",,,,,,,,,,,,,,,,,,,
"05B01",,,,,,,,,,,,,,,,,,,
"05B01",,,,,,,,,,,,,,,,,,,
"05B02",,,,,,,,,,,,,,,,,,,
"05B02",,,,,,,,,,,,,,,,,,,
"05B02",,,,,,,,,,,,,,,,,,,
"05B02",,,,,,,,,,,,,,,,,,,
"05B02",,,,,,,,,,,,,,,,,,,
"05E01",,,,,,,,,,,,,,,,,,,
"05E02",,,,,,,,,,,,,,,,,,,
"05E03",,,,,,,,,,,,,,,,,,,
"05G01",,,,,,,,,,,,,,,,1,,,
"05G02",,,,,,,,,,,,,,,,1,,,
"05G03",,,,,,,,,,1,,,,,,,,,
"05G04",,,,,,,,,,,,,,,,,,,
"05G05",,,,,,,,,,,,,,,,,,,
"05G06",,,,,,,,,,,,,,1,,,1,,
"05G07",,,,,,,,,,,,,,,,,,,
"05G08",,,,,,,,,,,,,,,,1,,,
"05G09",,,,,,,,,,,,,,,,1,,,
"05G10",,,,,,,,,,,,,,,,1,,,
"05G11",,,,,,,,,,,,,,1,1,1,,,
"05G12",,,,,,,,,,,,,,,,1,,,
"05G13",,,,,,,,,,,,,,,,,,,
"05G14",,,,,,,,,,,,,,1,,1,,,
"05G15",,,,,,,,,,,,,,,,1,,,
"05G16",,,,,,,,,,,,,,,,,,,
"05G17",,,,,,,,,,,,,,,,1,,,
"05G18",,,,,,,,,,,,,,,,,,,
"05G19",,,,,,,,,,,,,,,,,,,
"05G20",,,,,,,,,,,,,,,,,,,
"05G21",,,,,,,,,,,,,,,,,,,
"05G22",,,,,,,,,,,,,,,,1,,,
"05G23",,,,,,,,,,,,,,,,,,,
"05G24",,,,,,,,,,,,,,,,1,,,
"05G25",,,,,,1,,,,1,,,,,,1,,,
"05G26",,,,,,,,,,,,,,,,,,,
"05G27",,,,,,,,,,,,,,,,1,,,
"05G28",,,,,,,,,,,,,,,,1,,,
"05G29",,,,,,,,,,1,,,,,,,,1,
"05K01",,,,,,,,,,,,,1,,1,,1,,
"05K02",,,,,,,,,,,,,,,,,1,,
"05K03",,,,,,,,,,,,,,,,,,,
"05K04",,,,,,,,,,,,,,,,,1,,
"05K05",,,,,,,,,,,,,,,,,1,,
"05K06",,,,,,,,,,,,,,,,,,,
"05K07",,,,,,,,,,1,,,,,,1,,,
"05K08",,,,,,,,,,,,,1,,,,,,
"05K09",,,,,,,,,,,,,,,,,,,
"05P01",,,,,,,,,,,,,,,,,,,
"05P02",,,,,,,,,,,,,,,,,,,
"05P03",,,,,,,,,,1,,,,,,1,,,
"05P04",,,,,,,,,,,,,,,,,,,
"05P04",,,,,,,,,,,,,,,,,,,
"05P05",,,,,,,,,,,,,,,,,,,
"05P06",,,,,,,,,,,,,,,,,,,
"05P08",,,,,,,,,,,,,,,,,,,
"05P10",,,,,,,,,,,,,,,,,,,
"05P10",,,,,,,,,,,,,,,,,,,
"05P13",,,,,,,,,,,,,,,,,,,
"05P13",,,,,,,,,,,,,,,,,,,
"05P15",,,,,,,,,,,,,1,,,1,,,
"05P16",,,,,,,,,,,,,,,,,,,
"05P17",,,,,,,,,,,,,,,,,,,
"05P18",,,,,,,,,,,,,,,,,,,
"05P19",,,,,,,,,,,,,,,,,,,
"05P20",,,,,,,,,,,,,,,,,,,
"05S01",,,,,,,,,,,,,,,,1,,,
"05S02",,,,,,,,,,,,,,,,,,,
"05S03",,,,,,,,,,,,,,,,,,,
"05S04",,,,,,1,,,,1,,,,,,1,,,
"05Y01",,,,,,,,,,,,,,,,1,,,
"05Y02",,,,,,,,,,,,,,,,1,,,
"05Y03",,,,,,,,,,,,,,,,,1,,
"05Y04",,,,,,,,,,,,,1,1,,1,,,
"05Y05",,,,,,,,,,,,,,,,1,,,
"06A01",,,,,,,,,,,,,,,,,,,
"06A02",,,,,,,,,,,,,,,,,,,
"06A03",,,,,,,,,,,,,,,,,,,
"06A04",,,,,,,,,,,,,,,,,,,
"06A05",,,,,,,,,,,,,,,,,,,
"06A06",,,,,,,,,,,,,,,,,,,
"06A07",,,,,,,,,,,,,,,,,,,
"06A08",,,,,,,,,,,,,,,,,,,
"06A09",,,,,,,,,,,,,,,,,,,
"06B01",,,,,,,,,,,,,,,,,1,,
"06B01",,,,,,,,,,,,,,,,,1,,
"06B01",,,,,,,,,,,,,,,,,1,,
"06B01",,,,,,,,,,,,,,,,,1,,
"06B01",,,,,,,,,,,,,,,,,1,,
"06B02",,,,,,,,,,,,,,,,,1,,
"06B02",,,,,,,,,,,,,,,,,1,,
"06B02",,,,,,,,,,,,,,,,,1,,
"06B02",,,,,,,,,,,,,,,,,1,,
"06B02",,,,,,,,,,,,,,,,,1,,
"06B03",,,,,,,,,,,,,,,,,,,
"06B03",,,,,,,,,,,,,,,,,,,
"06B03",,,,,,,,,,,,,,,,,,,
"06B03",,,,,,,,,,,,,,,,,,,
"06B04",,,,,,,,,,,,,,,,,,,
"06B04",,,,,,,,,,,,,,,,,,,
"06B04",,,,,,,,,,,,,,,,,,,
"06B04",,,,,,,,,,,,,,,,,,,
"06E01",,,,,,,,,,,,,,,,,,,
"06E02",,,,,,,,,,,,,,,,,,,
"06E05",,,,,,,,,,,,,,,,,,,
"06E07",,,,,,,,,,,,,,,,,,,
"06E08",,,,,,,,,,,,,,,,,,,
"06E13",,,,,,,,,,,,,,,,,,,
"06E14",,,,,,,,,,,,,,,,,,,
"06G01",,,,,,,,,,,,,,,,1,,1,
"06G02",,,,,,,,,,,,,,,,,,,
"06G03",,,,,,,,,,,,,,,,,,,
"06G04",,,,,,,,,,,,,,,,1,,,
"06G05",,,,,,,,,,,,,,,,,1,,
"06G06",,,,,,,,,,,,,,,,,,,
"06G07",,,,,,,,,,,,,,,,,1,,
"06G08",,,,,,,,,,,,,,,,1,,,
"06G09",,,,,,,,,,,,,,,,,,,
"06G10",,,,,,,,,,,,,,,,,,,
"06G11",,,,,,,,,,,,,,,,1,,,
"06G12",,,,,,,,,,,,,,,,,,,
"06G14",,,,,,,,,,,,,,,,,1,,
"06G15",,,,,,,,,,,,,,,,1,,,
"06G16",,,,,,,,,,,,,,,,,,,
"06G17",,,,,,,,,,,,,,,,,,,
"06G18",,,,,,,,,,1,,,,,,1,,,
"06G20",,,,,,,,,,,,,,,,,,,
"06G21",,,,,,,,,,,,,,,,,,,
"06G22",,,,,,,,,,,,,,,,,,,
"06G23",,,,,,,,,,,,,,,,,,,
"06G24",,,,,,,,,,,,,,,,,,,
"06G25",,,,,,,,,,,,,,,,,,,
"06G26",,,,,,,,,,,,,,,,,,,
"06G27",,,,,,,,,,,,,,,,1,,,
"06G28",,,,,,,,,,,,,,,,1,,,
"06G29",,,,,,,,,,,,,,,,,,,
"06G30",,,,,,,,,,,,,1,,,1,,,
"06G31",,,,,,,,,,,,,,,,,,,
"06G32",,,,,,,,,,,,,,,,,,,
"06K01",,,,,,,,,,,,,,,1,,1,,
"06K02",,,,,,,1,,,,,,,,,,1,,
"06K03",,,,,,,,,,,,,1,,1,,1,,
"06K04",1,,1,,,1,,,,,,,,1,,,1,,
"06K06",,,,,,,,,,,,,,,,,,,
"06K08",,1,,,,1,1,,,1,,,,,,1,,,
"06K09",,,,,,,,,,,,,,,,1,,,
"06K10",,,,,,,,,,,,,,,,,,,
"06P01",,,,,,,,,,,,,,,,,,,
"06P02",,,,,,,,,,,,,,,,,,,
"06P04",,,,,,,1,,,,,,,,,,,,
"06P05",,,,,,,,,,,,,,,,,,,
"06P06",1,,,,,1,,,,1,,,,,,,1,,
"06P06",1,,,,,1,,,,1,,,,,,,1,,
"06P06",1,,,,,1,,,,1,,,,,,,1,,
"06P07",1,,1,,1,1,,1,,,,,,,,,,,
"06P08",,,,,,,,,,,,,,,,,,,
"06P08",,,,,,,,,,,,,,,,,,,
"06P09",,,,,,,,,,,,,,,,,,,
"06P10",,,,,,,,,,,,,,,,,,,
"06P11",,,,,,,,,,,,,,,,,,,
"06P12",,,,,,,,,,,,,,,,,,,
"06P13",,,,,,,,,,,,,,,,,,,
"06P14",,,,,,,,,,,,,,,,,,,
"06P14",,,,,,,,,,,,,,,,,,,
"06P14",,,,,,,,,,,,,,,,,,,
"06P15",,,,,,,,,,,,,,,,,,,
"06P15",,,,,,,,,,,,,,,,,,,
"06P15",,,,,,,,,,,,,,,,,,,
"06P18",,,,,,,,,,,,,,,,,,,
"06P18",,,,,,,,,,,,,,,,,,,
"06P20",,,,,,,,,,,,,,,,,,,
"06P20",,,,,,,,,,,,,,,,,,,
"06P21",,,,,,,,,,,,,,,,,,,
"06S01",1,1,1,,1,1,,,1,1,,,,,,1,,,
"06S01",1,1,1,,1,1,,,1,1,,,,,,1,,,
"06S02",,,,,,,,,,,,,,,,,,,
"06S02",,,,,,,,,,,,,,,,,,,
"06S03",,,,,,,,,,,,,,,,,,,
"06S04",1,,1,,,1,,,,1,,,,,,,1,,
"06S05",,,,,,,,,,,,,,,,,,,
"06S05",,,,,,,,,,,,,,,,,,,
"06S05",,,,,,,,,,,,,,,,,,,
"06Y01",,,,,,,,,,,,,,,,1,,,
"06Y02",,,,,,,,,,,,,1,1,1,,1,,
"06Y03",,,,,,,,,,,,,,,,,1,,
"06Y04",,,,,,,,,,,,,,,,,,,
"06Y05",,,,,,,,,,,,,,,,,,,
"06Y06",,,,,,,,,,,,,,,,,1,,1
"06Y07",,,,,,,,,,,,,,,,,1,,
"06Y08",1,,1,,1,1,,,,,,,,,,1,,,
"06Y09",,,,,,,,,,,,,1,,,1,,,
"06Y10",,,,,,,,,,,,,,1,,,1,,
"06Y11",,,,,,,,,,,,,,,,,1,,
"06Y12",,,,,,,,,,,,,,,1,,1,,
"06Y13",,,,,,,,,,,,,,1,1,,1,,
"07A01",,,,,,,,,,,,,,,,,,,
"07A02",,,,,,,,,,,,,,,,,,,
"07A04",,,,,,,,,,,,,,,,,,,
"07A05",,,,,,,,,,,,,,,,,,,
"07A06",,,,,,,,,,,,,,,,,,,
"07B01",,,,,,,,,,,,,,,,,,,
"07B01",,,,,,,,,,,,,,,,,,,
"07B02",,,,,,,,,,,,,,,,,,,
"07B02",,,,,,,,,,,,,,,,,,,
"07B02",,,,,,,,,,,,,,,,,,,
"07B02",,,,,,,,,,,,,,,,,,,
"07B03",,,,,,,,,,,,,,,,,,,
"07B03",,,,,,,,,,,,,,,,,,,
"07B03",,,,,,,,,,,,,,,,,,,
"07B03",,,,,,,,,,,,,,,,,,,
"07B03",,,,,,,,,,,,,,,,,,,
"07E01",,,,,,,,,,,,,,,,,,,
"07E02",,,,,,,,,,,,,,,,,,,
"07E05",,,,,,,,,,,,,,,,,,,
"07E07",,,,,,,,,,,,,,,,,,,
"07E08",,,,,,,,,,,,,,,,,,,
"07E09",,,,,,,,,,,,,,,,,,,
"07E11",,,,,,,,,,,,,,,,,,,
"07E15",,,,,,,,,,,,,,,,,,,
"07E16",,,,,,,,,,,,,,,,,,,
"07E17",,,,,,,,,,,,,,,,,,,
"07E18",,,,,,,,,,,,,,,,,,,
"07E19",,,,,,,,,,,,,,,,,,,
"07E20",,,,,,,,,,,,,,,,,,,
"07E21",,,,,,,,,,,,,,,,,,,
"07E24",,,,,,,,,,,,,,,,,,,
"07E25",,,,,,,,,,,,,,,,,,,
"07E26",,,,,,,,,,,,,,,,,,,
"07G01",,,,,1,1,,,,1,,,,,,1,,,
"07G02",,,,,1,1,,,,1,,,,,,1,,,
"07G03",,,,,,,,,,,,,,,,,,,
"07G05",,,,,,,,,,,,,,,,,,,
"07G06",,,,,,,,,,,,,,,,,,,
"07G07",,,,,,,,,,,,,,,,1,,,
"07G10",,,,,,,,,,,,,,,,,,,
"07G12",,,,,,,,,,,,,,,,,,,
"07G13",,,,,,,,,,,,,,,,,,,
"07G14",,,,,,,,,,,,,,,,,,,
"07G15",,,,,,,,,,,,,,,,,,,
"07G16",,,,,,,,,,,,,,,,,1,,
"07G17",,,,,,,,,,,,,,,,1,,,
"07G18",,,,,,,,,,,,,,,,1,,,
"07G19",,,,,,,,,,,,,,,,,,,
"07G20",,,,,,,,,,,,,,,,,,,
"07G21",,,,,,,,,,,,,,,,,,,
"07G22",,,,,,,,,,,,,,,,1,,,
"07G23",,,,,,,,,,,,,,,,,,,
"07G24",,,,,,,,,,,,,,,,,,,
"07G25",,,,,,,,,,,,,,,,,,,
"07G26",,,,,,,,,,,,,,,,1,,,
"07G27",,,,,,,,,,,,,,,,1,,,
"07G28",,,,,,,,,,,,,,,,,,,
"07G29",,,,,,,,,,,,,,,,,,,
"07G30",,,,,,,,,,,,,,,,,,,
"07G31",,,,,,,,,,,,,,,,,,,
"07G32",,,,,,1,,,,,,,,,,1,,,
"07G34",,,,,,,,,,,,,,,,,,,
"07G35",,,,,,1,,,,1,,,,,,,1,,
"07G36",,,,,,,,,,,,,,,,,,,
"07G37",,,,,,,,,,,,,,,,,1,,
"07K01",1,,,,,1,,,,,,,,,,,1,,
"07K02",,,,,,,,,,,,,1,1,,,1,,
"07K03",,,,,,,,,,1,,,1,,1,,1,,1
"07K04",,,,,,,,,,,,,,,,1,,,
"07K05",1,,1,,,1,,,,1,,,1,,1,,1,,
"07K06",,,,,,,,,,,,,1,,,,1,,
"07K07",,,,,,,,,,,,,,,,,1,,
"07K07",,,,,,,,,,,,,,,,,,,
"07K09",,,,,,,,,,1,,,,,,,1,,
"07K10",,,,,,,,,,,,,,,,,,,
"07K11",,,,,,,,,,,,,,,,,1,,
"07K12",,,,,,,,,,,,,,,,,,,
"07K13",,,,,,,,,,,,,,,,,,,
"07P01",,,,,,,,,,,,,,,,,,,
"07P02",,,,,,,,,,,,,,,,,,,
"07P02",,,,,,,,,,,,,,,,,,,
"07P03",,,,,,,,,,,,,,,,,,,
"07P03",,,,,,,,,,,,,,,,,,,
"07P03",,,,,,,,,,,,,,,,,,,
"07P04",,,,,,,,,,,,,,,,,,,
"07P05",,,,,,,,,,,,,,,,,,,
"07P06",,,,,,,,,,,,,,,,,,,
"07P07",,,,,,,,,,,,,,,,,,,
"07P10",,,,,,,,,,,,,,,,,,,
"07P10",,,,,,,,,,,,,,,,,,,
"07P11",,,,,,,,,,,,,,,,,,,
"07P12",,,,,,,,,,,,,,,,,,,
"07P13",,,,,,,,,,,,,,,,,,,
"07S01",,,,,,,,,,,,,,,,,,,
"07S03",,,,,,,,,,,,,,,,,,,
"07S04",1,,,,,1,,,,,,,,,,1,,,
"07Y01",1,,1,,1,1,,,,,,,,,,,1,,1
"07Y02",,,,,,1,,,,,,,,,,,1,,1
"07Y03",,,,,,,,,,,,,,,1,,1,,
"07Y04",,,,,,,,,,,,,,,,,1,,
"07Y05",,,,,1,1,,,,,,,1,,,,1,,
"07Y06",,,,,,,,,,,,,,,,,1,,1
"07Y07",,,,,,,,,,,,,,,,,,,
"07Y08",,,,,,,,,,,,,,,,,1,,
"07Y09",,,,,,,,,,,,,1,,,,1,,1
"08A01",,,,,,,,,,,,,,,,,,,
"08A02",,,,,,,,,,,,,,,,,,,
"08A04",,,,,,,,,,,,,,,,,,,
"08A05",,,,,,,,,,,,,,,,,,,
"08B01",,,,,,,,,,,,,,,,,,,
"08B02",,,,,,,,,,,,,,,,,,,
"08B02",,,,,,,,,,,,,,,,,,,
"08B02",,,,,,,,,,,,,,,,,,,
"08B02",,,,,,,,,,,,,,,,,,,
"08B02",,,,,,,,,,,,,,,,,,,
"08B02",,,,,,,,,,,,,,,,,,,
"08B04",,,,,,,,,,,,,,,,,,,
"08B04",,,,,,,,,,,,,,,,,,,
"08B04",,,,,,,,,,,,,,,,,,,
"08B04",,,,,,,,,,,,,,,,,,,
"08B04",,,,,,,,,,,,,,,,,,,
"08B04",,,,,,,,,,,,,,,,,,,
"08B05",1,1,1,1,,1,,,,1,,,,,,1,,,
"08B05",1,1,1,1,,1,,,,1,,,,,,1,,,
"08E02",,,,,,,,,,,,,,,,,,,
"08E04",,,,,,,,,,,,,,,,,,,
"08G01",,,,,,,,,,,,,,,,,,,
"08G02",,,,,,,,,,,,,,,,,,,
"08G03",,,,,,,,,,,,,,,,1,,,
"08G05",,,,,,,,,,1,,,,,,,1,,
"08G06",,,,,,,,,,1,,,,,,1,,,
"08G07",,,,,,,,,,,,,,,,,,,
"08G08",,,,,,,,,,,,,,,,1,,,
"08G09",,,,,,,,,,,,,,,,1,,,
"08G10",,,,,,,,,,,,,,,,1,,,
"08G11",,,,,,,,,,,,,,,,,1,,
"08G12",,,,,,,,,,1,,,,,,,,1,
"08G13",,,,,,,,,,,,,,,,,,,
"08G14",,,,,,,,,,,,,,,,,,,
"08G15",,,,,,,,,,,,,,,,,,,
"08G16",,,,,,,,,,,,,,,1,1,,,
"08G17",,,,,,,,,,,,,,,,,,,
"08G19",,,,,,,,,,,,,,,,,,,
"08G20",,,,,,,,,,,,,,,,1,,,
"08G21",,,,,,1,,,,,,,,,,1,,,
"08G22",,,,,,,,,,,,,,,,,,,
"08G23",,,,,,,,,,,,,,,,1,,,
"08G24",,,,,,,,,,,,,,,,,1,,
"08G25",,,,,,,,,,,,,,,,1,,,
"08G26",,,,,,,,,,,,,,,,,,,
"08G27",,,,,,,,,,,,,,,,1,,,
"08G28",,,,,,,,,,,,,,,,,1,,
"08G29",,,,,,,,,,,,,,,,,,,
"08G30",,,,,,,,,,,,,,,,,,,
"08G31",,,,,,,,,,,,,,,,,,,
"08G32",,,,,,,,,,1,,,,,,1,,,
"08G33",,,,,,,,,,,,,1,,1,,1,,
"08G34",,,,,,,,,,,,,,,,1,,,
"08G35",,,,,,,,,,,,,,,,1,,,
"08G36",,,,,,,,,,,,,,,,,,,
"08G37",,,,,,,,,,,,,,,,,,,
"08K01",,,,,,,,,,,,,,,,,,,
"08K02",,,,,,,,,,,,,,,,,,,
"08K03",,,,,,,,,,,,,,,,,,,
"08K04",,,,,,,,,,,,,,1,,,1,,
"08K05",1,1,1,1,,1,,,,1,,,,,,,1,,
"08K06",,,,,,,,,,,,,,,,,,,
"08K07",1,1,1,1,,1,,,,1,,,,,,,,,
"08K08",,,,,,1,,,,,1,,1,,,,1,,
"08K09",,,,,,,,,,,,,,,,,,,
"08K10",1,1,,,,1,,,,1,,,,,,,1,,
"08K10",,,,,,,,,,,,,,,,,,,
"08K11",,,,,,,,,,1,,,,,,,1,,
"08K12",1,1,1,1,,1,,,,1,,,,,,,1,,
"08P01",,,,,,,,,,,,,,,,,,,
"08P02",,,,,,,,,,,,,,,,,,,
"08P03",,,1,,,1,,,,1,,,,,,,1,,
"08P04",,,,,,,,,,,,,1,1,,,1,,
"08P04",,,,,,,,,,,,,1,1,,,1,,
"08P06",,,,,,,,,,,,,,,,,,,
"08P08",,,,,,,,,,,,,,,,,,,
"08P09",,,,,,,,,,,,,,,,,,,
"08P10",,,,,,,,,,,,,,,,,,,
"08P12",,,,,,,,,,,,,,,,,,,
"08S01",,,,,,,,,,,,,,,,,,,
"08S03",,,,,,,,,,,,,,,,,,,
"08S04",,,,,,,,,,,,,,,,,,,
"08S05",,,,,,,,,,,,,,,,1,,,
"08S06",,,,,,,,,,,,,,,,,,,
"08S07",,,,,,,,,,,,,,,,,,,
"08S08",,,,,,,,,,1,,,,,,,,,
"08S09",1,,,,,1,,,,1,,,,,,,,,
"08Y01",,,,,,,,,,,,,1,,1,,,,
"08Y02",,,,,,,,,,,,,1,,1,1,,,
"08Y03",,,,,,,,,,,,,,,,1,,,
"08Y04",,,,,,,,,,,,,1,1,,,1,,
"08Y05",,,,,,,,,,,,,,,,,,,
"08Y06",,,,,,,,,,,,,,,,,1,,
"09A01",,,,,,,,,,,,,,,,,,,
"09A02",,,,,,,,,,,,,,,,,,,
"09A03",,,,,,,,,,,,,,,,,,,
"09A04",,,,,,,,,,,,,,,,,,,
"09A05",,,,,,,,,,,,,,,,,,,
"09A06",,,,,,,,,,,,,,,,,,,
"09A07",,,,,,,,,,,,,1,,1,1,,,
"09B03",,,,,,,,,,,,,,,,,,,
"09B03",,,,,,,,,,,,,,,,,,,
"09B03",,,,,,,,,,,,,,,,,,,
"09B03",,,,,,,,,,,,,,,,,,,
"09B03",,,,,,,,,,,,,,,,,,,
"09E01",,,,,,,,,,,,,,,,,,,
"09E05",,,,,,,,,,,,,,,,,,,
"09E06",,,,,,,,,,,,,,,,,,,
"09E07",,,,,,,,,,,,,,,,,,,
"09G01",,,,,,,,,,,,,,,,1,,,
"09G03",,,,,,,,,,,,,,,,,,,
"09G04",,,,,,,,,,,,,,,,1,,,
"09G05",,,,,,,,,,1,,,,,,1,,,
"09G06",,,,,,,,,,1,,,,,,1,,,
"09G07",,,,,,,,,,,,,,,,,,,
"09G09",,,,,,,,,,,,,,,,,,,
"09G10",,,,,,,,,,,,,,,,,1,,
"09G11",,,,,,,,,,,,,,,,1,,,
"09G13",1,1,,,1,1,,,,1,,,,,,1,,,
"09G14",,,,,1,1,,,,,,,,,,1,,,
"09G15",,,,,,,,,,,,,1,,1,,1,,
"09G16",,,,,,,,,,,,,,,,1,,,
"09G17",,,,,,,,,,,,,,,,,,,
"09G18",,,,,,,,,,,,,,,,1,,,
"09G19",,,,,,,,,,,,,,,,,,,
"09G20",,,,,,,,,,,,,,,,1,,,
"09G21",,,,,1,1,,,,,,,,,,1,,,
"09G22",,,,,,,,,,,,,,,,1,,,
"09G23",,,,,,,,,,,,,,,,,,,
"09G24",1,,1,,,1,,,,,,,,,,1,,,
"09G25",,,,,,,,,,,,,,1,,1,,,
"09G26",,,,,,,,,,,,,,,,,,,
"09G27",,,,,1,1,,,,,,,,,,1,,,
"09G29",,,,,,,,,,,,,,,,,,,
"09K01",1,,,,1,1,,,,1,,,1,,,,1,,
"09K02",1,1,1,,,1,,,,1,,,,,,,1,,
"09K03",,,,,,,,,,,,,,,,,,,
"09K04",,,,,,,,,,,,,,,1,,,,
"09K05",,,,,,,,,,,,,,,,,1,,
"09K06",,,,,,,,,,,,,,,,,,,
"09K07",,,,,,,,,,,,,,,,,,,
"09K08",1,,1,,1,1,,,,1,,,,,,,1,,
"09K09",,,,,,,,,,,,,1,,,,1,,
"09P01",,,,,,,,,,,,,,,,,,,
"09P05",,,,,,,,,,,,,,,,,,,
"09P06",,,,,,,,,,,,,,,,,,,
"09P07",,,,,,,,,,,,,,,,,,,
"09P08",,,,,,,,,,,,,,,,,,,
"09P09",1,,,,,1,,,,1,,,,1,,,1,,
"09P09",1,,,,,1,,,,1,,,,1,,,1,,
"09P10",,,,,,,,,,1,,,,,,,,,
"09P11",,,,,,,,,,,,,,,,,,,
"09P12",,,,,,,,,,,,,,,,,,,
"09P13",,,,,,,,,,,,,,,,,,,
"09P15",,,,,,,,,,,,,,,,,,,
"09P16",,,,,,,,,,,,,,,,,,,
"09S03",1,,,,1,1,,,,1,,,,,,,,,
"09S04",,,,,,,,,,,,,,,,,,,
"09S05",1,1,,,1,1,,,,1,,,,,,1,,,
"09S06",,,,,,,,,,,,,,,,,,,
"09Y03",,,,,,,,,,,,,,,,1,,,
"09Y04",,,,,,,,,,,,,,,,,1,,
"09Y05",,,,,,,,,,,,,,,,,1,,
"09Y06",,,,,,,,,,,,,,,,,,,
"09Y10",,,,,,,,,,,,,,,,,1,,
"09Y11",,,,,1,1,,,,1,,,,,,,1,,1
"10A04",,,,,,,,,,,,,,,,,,,
"10A06",,,,,,,,,,,,,,,,,,,
"10A07",,,,,,,,,,,,,,,,,,,
"10A08",,,,,,,,,,,,,,,,,,,
"10A09",,,,,,,,,,,,,,,,,,,
"10B01",,,,,,,,,,,,,,,,,,,
"10B01",,,,,,,,,,,,,,,,,,,
"10B01",,,,,,,,,,,,,,,,,,,
"10B01",,,,,,,,,,,,,,,,,,,
"10B02",,,,,,,,,,,,,,,,,1,,
"10B02",,,,,,,,,,,,,,,,,1,,
"10B02",,,,,,,,,,,,,,,,,1,,
"10B02",,,,,,,,,,,,,,,,,1,,
"10B02",,,,,,,,,,,,,,,,,1,,
"10E01",,,,,,,,,,,,,,,,,,,
"10E02",,,,,,,,,,,,,,,,,,,
"10E04",,,,,,,,,,,,,,,,,,,
"10G01",,,,,,,,,,,,,,,,,,,
"10G03",,,,,,,,,,,,,,,,,,,
"10G04",,,,,,1,,,,,1,,,,,1,,,
"10G05",,,,,,,,,,,,,,,1,1,,,
"10G06",,,,,,,,,,,,,,,,1,,,
"10G07",,,,,,,,,,,,,,,,,,,
"10G08",,,,,,,,,,,,,,,,1,,,
"10G09",,,,,,,,,,,,,,,,,1,,
"10G10",,,,,,,,,,,,,,,,1,,,
"10G11",,,,,,,,,,,,,,,,,,,
"10G12",,,,,,,,,,,,,,,,,,,
"10G13",,,,,,,,,,1,,,,,,,1,,
"10G14",,,,,,1,,,,,1,,,,,,,,
"10G16",,,,,,,,,,,,,,,,1,,,
"10G17",,,,,,,,,,,,,,,,1,,,
"10G18",,,,,,,,,,,,,,,,1,,,
"10G19",,,,,,,,,,,,,,,,,,,
"10G22",,,,,,1,,,,,1,,,,,,,,
"10G25",,,,,,,,,,,,,,,,,,,
"10G26",,,,,,,,,,,,,,,,,,,
"10G28",,,,,,,,,,,,,,,,,,,
