bsn,Jahrgangsstufe,Klassenart,K,S,SM,SW,N,NM,NW,H,HM,HW
10G28,Jahrgangsstufe 05,Regelklasse,4,81,39,42,1,1,0,8,5,3
10G28,Jahrgangsstufe 06,Regelklasse,4,95,43,52,4,2,2,11,4,7
10G28,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,8,200,101,99,15,9,6,26,14,12
10G29,Jahrgangsstufe 03,Regelklasse,3,61,28,33,10,5,5,15,9,6
10G29,Jahrgangsstufe 04,Regelklasse,3,78,41,37,4,3,1,20,15,5
10G29,Jahrgangsstufe 05,Regelklasse,3,64,27,37,2,1,1,7,5,2
10G29,Jahrgangsstufe 06,Regelklasse,2,44,27,17,1,0,1,8,6,2
10G29,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,7,154,76,78,18,7,11,37,18,19
10G30,Jahrgangsstufe 03,Regelklasse,3,70,34,36,0,0,0,1,1,0
10G30,Jahrgangsstufe 04,Regelklasse,2,56,27,29,0,0,0,1,1,0
10G30,Jahrgangsstufe 05,Regelklasse,2,55,32,23,0,0,0,0,0,0
10G30,Jahrgangsstufe 06,Regelklasse,2,44,23,21,0,0,0,0,0,0
10G30,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,5,120,65,55,0,0,0,2,0,2
10G31,Jahrgangsstufe 03,Regelklasse,3,68,30,38,0,0,0,0,0,0
10G31,Jahrgangsstufe 04,Regelklasse,2,47,26,21,0,0,0,0,0,0
10G31,Jahrgangsstufe 05,Regelklasse,2,44,29,15,0,0,0,0,0,0
10G31,Jahrgangsstufe 06,Regelklasse,2,44,27,17,0,0,0,0,0,0
10G31,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,6,122,65,57,1,0,1,1,0,1
10G32,Jahrgangsstufe 03,Regelklasse,3,67,28,39,0,0,0,2,0,2
10G32,Jahrgangsstufe 04,Regelklasse,3,77,45,32,0,0,0,4,3,1
10G32,Jahrgangsstufe 05,Regelklasse,3,62,28,34,0,0,0,2,1,1
10G32,Jahrgangsstufe 06,Regelklasse,3,68,38,30,1,1,0,6,4,2
10G32,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,6,147,77,70,0,0,0,6,2,4
10G33,Jahrgangsstufe 03,Regelklasse,2,50,33,17,0,0,0,3,3,0
10G33,Jahrgangsstufe 04,Regelklasse,2,50,25,25,0,0,0,2,2,0
10G33,Jahrgangsstufe 05,Regelklasse,3,66,31,35,0,0,0,5,1,4
10G33,Jahrgangsstufe 06,Regelklasse,2,47,24,23,0,0,0,2,2,0
10G33,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,6,145,72,73,0,0,0,9,4,5
10K01,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,88,42,46,4,1,3,21,9,12
10K01,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,59,33,26,6,3,3,16,10,6
10K01,E-Phase,Regelklasse,4,98,48,50,10,7,3,31,20,11
10K01,Jahrgangsstufe 07,Regelklasse,6,156,73,83,2,0,2,16,8,8
10K01,Jahrgangsstufe 08,Regelklasse,8,208,106,102,15,7,8,43,19,24
10K01,Jahrgangsstufe 09,Regelklasse,7,183,86,97,7,5,2,28,16,12
10K01,Jahrgangsstufe 10,Regelklasse,6,180,87,93,11,5,6,55,31,24
10K02,Jahrgangsstufe 07,Regelklasse,5,125,72,53,4,2,2,9,6,3
10K02,Jahrgangsstufe 08,Regelklasse,6,151,85,66,5,1,4,12,4,8
10K02,Jahrgangsstufe 09,Praxislerngruppe,1,16,9,7,0,0,0,1,1,0
10K02,Jahrgangsstufe 09,Regelklasse,6,135,82,53,9,7,2,20,15,5
10K02,Jahrgangsstufe 10,Regelklasse,3,70,35,35,4,1,3,7,3,4
10K03,Jahrgangsstufe 07,Regelklasse,3,69,35,34,3,1,2,5,2,3
10K03,Jahrgangsstufe 08,Regelklasse,4,87,51,36,13,6,7,24,14,10
10K03,Jahrgangsstufe 10,Praxisklasse,1,12,5,7,0,0,0,2,2,0
10K03,Jahrgangsstufe 10,Regelklasse,2,41,22,19,6,4,2,8,6,2
10K04,Jahrgangsstufe 07,Regelklasse,4,103,67,36,12,8,4,25,19,6
10K04,Jahrgangsstufe 08,Regelklasse,5,118,56,62,23,11,12,41,19,22
10K04,Jahrgangsstufe 09,Regelklasse,4,107,54,53,13,6,7,24,14,10
10K04,Jahrgangsstufe 10,Regelklasse,4,100,50,50,17,7,10,33,15,18
10K05,Jahrgangsstufe 07,Regelklasse,5,130,80,50,1,0,1,11,7,4
10K05,Jahrgangsstufe 08,Regelklasse,5,124,72,52,0,0,0,9,5,4
10K05,Jahrgangsstufe 09,Lerngruppen für Neuzugänge ohne Deutschkenntnisse,1,20,10,10,20,10,10,20,10,10
10K05,Jahrgangsstufe 09,Praxislerngruppe,2,28,20,8,0,0,0,1,0,1
10K05,Jahrgangsstufe 09,Regelklasse,3,59,27,32,2,1,1,5,1,4
10K05,Jahrgangsstufe 10,Produktives Lernen,1,11,6,5,0,0,0,1,1,0
10K05,Jahrgangsstufe 10,Regelklasse,3,56,30,26,1,0,1,5,1,4
10K06,Jahrgangsstufe 07,Regelklasse,4,79,67,12,0,0,0,0,0,0
10K06,Jahrgangsstufe 08,Regelklasse,4,101,71,30,0,0,0,2,1,1
10K06,Jahrgangsstufe 09,Regelklasse,4,99,53,46,1,1,0,2,0,2
10K06,Jahrgangsstufe 10,Regelklasse,3,77,48,29,0,0,0,1,0,1
10K07,Jahrgangsstufe 07,Regelklasse,4,104,35,69,0,0,0,19,7,12
10K07,Jahrgangsstufe 08,Regelklasse,4,104,34,70,0,0,0,12,2,10
10K07,Jahrgangsstufe 09,Regelklasse,4,104,46,58,0,0,0,4,1,3
10K07,Jahrgangsstufe 10,Regelklasse,3,89,38,51,0,0,0,0,0,0
10K08,Jahrgangsstufe 07,Regelklasse,5,102,54,48,1,1,0,22,13,9
10K08,Jahrgangsstufe 08,Regelklasse,5,99,53,46,4,3,1,16,11,5
10K08,Jahrgangsstufe 09,Praxislerngruppe,1,16,11,5,2,2,0,6,5,1
10K08,Jahrgangsstufe 09,Regelklasse,4,86,42,44,3,1,2,18,7,11
10K08,Jahrgangsstufe 10,Regelklasse,4,107,55,52,5,1,4,20,11,9
10K09,Jahrgangsstufe 07,Regelklasse,4,93,50,43,5,4,1,9,7,2
10K09,Jahrgangsstufe 08,Regelklasse,4,102,66,36,8,7,1,12,9,3
10K09,Jahrgangsstufe 09,Regelklasse,5,121,68,53,8,5,3,15,8,7
10K09,Jahrgangsstufe 10,Regelklasse,2,55,24,31,3,2,1,4,3,1
10K10,Jahrgangsstufe 03,Regelklasse,3,70,32,38,4,2,2,8,2,6
10K10,Jahrgangsstufe 04,Regelklasse,3,56,35,21,1,0,1,11,6,5
10K10,Jahrgangsstufe 05,Regelklasse,3,67,37,30,0,0,0,15,11,4
10K10,Jahrgangsstufe 06,Regelklasse,3,72,42,30,2,1,1,7,3,4
10K10,Jahrgangsstufe 07,Regelklasse,3,78,33,45,2,2,0,5,4,1
10K10,Jahrgangsstufe 08,Regelklasse,4,94,48,46,2,2,0,9,4,5
10K10,Jahrgangsstufe 09,Regelklasse,2,50,26,24,0,0,0,9,5,4
10K10,Jahrgangsstufe 10,Regelklasse,3,69,39,30,4,2,2,5,2,3
10K10,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,1,23,9,14,1,0,1,2,1,1
10K10,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,8,193,87,106,10,5,5,28,14,14
10P05,Jahrgangsstufe 03,Regelklasse,3,53,28,25,0,0,0,0,0,0
10P05,Jahrgangsstufe 04,Regelklasse,3,60,28,32,0,0,0,0,0,0
10P05,Jahrgangsstufe 05,Regelklasse,3,48,26,22,0,0,0,0,0,0
10P05,Jahrgangsstufe 06,Regelklasse,3,47,24,23,0,0,0,0,0,0
10P05,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,6,119,64,55,0,0,0,0,0,0
10P09,Jahrgangsstufe 03,Regelklasse,1,23,11,12,0,0,0,8,4,4
10P09,Jahrgangsstufe 04,Regelklasse,1,21,8,13,0,0,0,8,5,3
10P09,Jahrgangsstufe 05,Regelklasse,1,15,6,9,0,0,0,3,2,1
10P09,Jahrgangsstufe 06,Regelklasse,1,13,5,8,0,0,0,2,1,1
10P09,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,3,66,31,35,2,1,1,20,8,12
10P10,Jahrgangsstufe 03,Regelklasse,1,20,10,10,5,2,3,18,9,9
10P10,Jahrgangsstufe 04,Regelklasse,1,18,6,12,3,2,1,17,6,11
10P10,Jahrgangsstufe 05,Regelklasse,1,6,2,4,1,0,1,5,1,4
10P10,Jahrgangsstufe 06,Regelklasse,1,7,3,4,4,1,3,7,3,4
10P10,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,3,52,27,25,9,4,5,39,20,19
10P12,Jahrgangsstufe 03,Regelklasse,1,14,7,7,0,0,0,1,1,0
10P12,Jahrgangsstufe 04,Regelklasse,1,7,4,3,0,0,0,0,0,0
10P12,Jahrgangsstufe 05,Regelklasse,1,10,3,7,0,0,0,0,0,0
10P12,Jahrgangsstufe 06,Regelklasse,1,15,8,7,0,0,0,0,0,0
10P12,Jahrgangsstufe 07,Regelklasse,1,16,8,8,0,0,0,0,0,0
10P12,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,2,24,12,12,0,0,0,1,1,0
10P13,Jahrgangsstufe 03,Regelklasse,3,51,32,19,0,0,0,3,2,1
10P13,Jahrgangsstufe 04,Regelklasse,3,56,31,25,0,0,0,0,0,0
10P13,Jahrgangsstufe 05,Regelklasse,2,21,9,12,0,0,0,0,0,0
10P13,Jahrgangsstufe 06,Regelklasse,1,14,10,4,0,0,0,0,0,0
10P13,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,5,90,60,30,1,1,0,1,1,0
10P14,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,1,6,3,3,0,0,0,0,0,0
10S04,Abschlussstufe,Regelklasse,3,24,15,9,0,0,0,2,1,1
10S04,Eingangsstufe,Regelklasse,4,25,12,13,2,0,2,2,1,1
10S04,Mittelstufe,Regelklasse,2,13,6,7,1,0,1,1,1,0
10S04,Oberstufe,Regelklasse,3,21,9,12,0,0,0,0,0,0
10S04,Unterstufe,Regelklasse,7,45,33,12,2,2,0,0,0,0
10S07,Jahrgangsstufe 03,Regelklasse,1,13,7,6,1,1,0,1,1,0
10S07,Jahrgangsstufe 04,Regelklasse,1,14,5,9,0,0,0,0,0,0
10S07,Jahrgangsstufe 05,Regelklasse,1,13,9,4,0,0,0,0,0,0
10S07,Jahrgangsstufe 06,Regelklasse,1,12,5,7,0,0,0,0,0,0
10S07,Jahrgangsstufe 07,Regelklasse,3,34,12,22,0,0,0,1,1,0
10S07,Jahrgangsstufe 08,Regelklasse,4,43,25,18,0,0,0,2,1,1
10S07,Jahrgangsstufe 09,Regelklasse,5,52,34,18,0,0,0,0,0,0
10S07,Jahrgangsstufe 10,Regelklasse,5,54,33,21,0,0,0,0,0,0
10S08,Abschlussstufe,Regelklasse,2,18,7,11,0,0,0,4,2,2
10S08,Eingangsstufe,Regelklasse,5,32,12,20,0,0,0,1,1,0
10S08,Mittelstufe,Regelklasse,4,30,20,10,0,0,0,3,2,1
10S08,Oberstufe,Regelklasse,3,24,12,12,0,0,0,0,0,0
10S08,Unterstufe,Regelklasse,5,33,16,17,0,0,0,5,2,3
10S10,Jahrgangsstufe 05,Jahrgangsübergreifende Lerngruppe,1,12,8,4,0,0,0,0,0,0
10S10,Jahrgangsstufe 06,Regelklasse,2,20,10,10,0,0,0,0,0,0
10S10,Jahrgangsstufe 07,Regelklasse,3,37,20,17,0,0,0,0,0,0
10S10,Jahrgangsstufe 08,Regelklasse,4,49,34,15,1,1,0,3,3,0
10S10,Jahrgangsstufe 09,Regelklasse,5,57,31,26,2,1,1,3,2,1
10S10,Jahrgangsstufe 10,Regelklasse,3,38,24,14,0,0,0,4,3,1
10S10,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,2,31,18,13,4,3,1,13,8,5
10S11,Jahrgangsstufe 03,Regelklasse,3,40,30,10,1,1,0,1,1,0
10S11,Jahrgangsstufe 04,Regelklasse,3,41,26,15,0,0,0,0,0,0
10S11,Jahrgangsstufe 05,Regelklasse,1,10,7,3,0,0,0,0,0,0
10S11,Jahrgangsstufe 06,Regelklasse,2,25,19,6,0,0,0,0,0,0
10S11,Jahrgangsstufe 10,Regelklasse,1,6,4,2,0,0,0,0,0,0
10S11,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,8,93,62,31,0,0,0,0,0,0
10S11,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,2,23,13,10,0,0,0,0,0,0
10Y01,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,131,51,80,7,2,5,17,7,10
10Y01,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,105,36,69,7,3,4,19,5,14
10Y01,Jahrgangsstufe 07,Regelklasse,5,129,31,98,1,0,1,17,6,11
10Y01,Jahrgangsstufe 08,Regelklasse,6,153,32,121,11,1,10,21,4,17
10Y01,Jahrgangsstufe 09,Regelklasse,5,127,44,83,4,2,2,18,7,11
10Y01,Jahrgangsstufe 10,Regelklasse,5,129,42,87,5,0,5,28,10,18
10Y02,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,97,49,48,1,1,0,6,5,1
10Y02,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,85,46,39,2,1,1,4,2,2
10Y02,Jahrgangsstufe 05,"Klasse ""achtjähriges Gymnasium""",3,96,48,48,0,0,0,3,1,2
10Y02,Jahrgangsstufe 06,"Klasse ""achtjähriges Gymnasium""",3,96,43,53,1,1,0,8,5,3
10Y02,Jahrgangsstufe 07,"Klasse ""achtjähriges Gymnasium""",2,63,30,33,4,3,1,7,5,2
10Y02,Jahrgangsstufe 07,Regelklasse,1,32,14,18,0,0,0,0,0,0
10Y02,Jahrgangsstufe 08,Regelklasse,3,89,41,48,4,2,2,11,4,7
10Y02,Jahrgangsstufe 09,"Klasse ""achtjähriges Gymnasium""",2,60,29,31,0,0,0,5,0,5
10Y02,Jahrgangsstufe 09,Regelklasse,1,32,11,21,0,0,0,2,0,2
10Y02,Jahrgangsstufe 10,"Klasse ""achtjähriges Gymnasium""",2,53,24,29,2,0,2,4,1,3
10Y02,Jahrgangsstufe 10,Regelklasse,1,31,10,21,0,0,0,0,0,0
10Y03,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,113,63,50,10,5,5,38,21,17
10Y03,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,114,56,58,9,7,2,32,22,10
10Y03,Jahrgangsstufe 07,Regelklasse,4,121,76,45,6,5,1,29,20,9
10Y03,Jahrgangsstufe 08,Regelklasse,5,153,89,64,17,9,8,39,23,16
10Y03,Jahrgangsstufe 09,Regelklasse,5,146,78,68,9,6,3,38,25,13
10Y03,Jahrgangsstufe 10,Regelklasse,4,123,68,55,12,8,4,30,16,14
10Y08,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,81,28,53,3,0,3,11,4,7
10Y08,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,70,42,28,2,2,0,4,2,2
10Y08,Jahrgangsstufe 07,Regelklasse,4,108,31,77,4,0,4,22,6,16
10Y08,Jahrgangsstufe 08,Regelklasse,5,143,44,99,1,0,1,24,6,18
10Y08,Jahrgangsstufe 09,Regelklasse,3,89,32,57,2,0,2,9,1,8
10Y08,Jahrgangsstufe 10,Regelklasse,3,87,25,62,2,0,2,11,4,7
10Y11,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,108,47,61,4,3,1,3,2,1
10Y11,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,94,44,50,0,0,0,1,0,1
10Y11,Jahrgangsstufe 05,Regelklasse,1,29,8,21,0,0,0,0,0,0
10Y11,Jahrgangsstufe 06,Regelklasse,1,29,9,20,0,0,0,0,0,0
10Y11,Jahrgangsstufe 07,Regelklasse,4,104,50,54,1,1,0,1,1,0
10Y11,Jahrgangsstufe 08,Regelklasse,3,75,31,44,0,0,0,1,1,0
10Y11,Jahrgangsstufe 09,Regelklasse,4,115,63,52,1,1,0,3,1,2
10Y11,Jahrgangsstufe 10,"Klasse ""achtjähriges Gymnasium""",1,22,11,11,2,0,2,2,0,2
10Y11,Jahrgangsstufe 10,Regelklasse,3,84,43,41,1,1,0,1,1,0
11A07,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,74,46,28,4,4,0,0,0,0
11A07,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,54,34,20,4,1,3,4,1,3
11A07,2. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,53,33,20,0,0,0,0,0,0
11A07,2. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,38,25,13,0,0,0,0,0,0
11A07,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,34,26,8,0,0,0,0,0,0
11A07,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,49,27,22,0,0,0,0,0,0
11A07,Jahrgangsstufe 03,Regelklasse,1,20,10,10,2,1,1,10,7,3
11A07,Jahrgangsstufe 04,Regelklasse,1,19,5,14,1,0,1,5,0,5
11A07,Jahrgangsstufe 05,Regelklasse,1,11,4,7,1,1,0,3,1,2
11A07,Jahrgangsstufe 05,Regelklasse,2,35,10,25,3,1,2,6,1,5
11A07,Jahrgangsstufe 06,Regelklasse,1,22,10,12,0,0,0,1,1,0
11A07,Jahrgangsstufe 06,Regelklasse,2,36,14,22,2,0,2,2,0,2
11A07,Jahrgangsstufe 07,Regelklasse,5,96,70,26,0,0,0,5,5,0
11A07,Jahrgangsstufe 07,Regelklasse,4,59,32,27,3,2,1,3,0,3
11A07,Jahrgangsstufe 08,Regelklasse,5,102,76,26,4,4,0,12,11,1
11A07,Jahrgangsstufe 08,Regelklasse,5,87,41,46,0,0,0,1,0,1
11A07,Jahrgangsstufe 09,Regelklasse,4,57,32,25,0,0,0,0,0,0
11A07,Jahrgangsstufe 09,Regelklasse,6,78,57,21,5,5,0,9,9,0
11A07,Jahrgangsstufe 10,Regelklasse,5,88,50,38,0,0,0,0,0,0
11A07,Jahrgangsstufe 10,Regelklasse,5,73,53,20,2,2,0,5,3,2
11A07,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,2,24,8,16,2,2,0,6,5,1
11G01,Jahrgangsstufe 03,Regelklasse,3,78,42,36,7,5,2,23,13,10
11G01,Jahrgangsstufe 04,Regelklasse,3,70,33,37,8,1,7,31,12,19
11G01,Jahrgangsstufe 05,Regelklasse,3,68,35,33,9,4,5,26,13,13
11G01,Jahrgangsstufe 06,Regelklasse,2,48,24,24,6,2,4,22,12,10
11G01,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,7,168,88,80,18,13,5,63,39,24
11G02,Jahrgangsstufe 03,Regelklasse,2,54,24,30,9,0,9,28,11,17
11G02,Jahrgangsstufe 04,Regelklasse,2,47,23,24,15,4,11,20,10,10
11G02,Jahrgangsstufe 05,Regelklasse,2,41,20,21,10,6,4,12,8,4
11G02,Jahrgangsstufe 06,Regelklasse,3,61,30,31,26,15,11,27,15,12
11G02,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,2,40,22,18,6,4,2,11,4,7
11G02,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,6,132,65,67,35,11,24,73,32,41
11G03,Jahrgangsstufe 03,Regelklasse,3,68,32,36,4,3,1,16,10,6
11G03,Jahrgangsstufe 04,Regelklasse,2,47,22,25,6,3,3,12,5,7
11G03,Jahrgangsstufe 05,Regelklasse,2,41,23,18,7,3,4,11,6,5
11G03,Jahrgangsstufe 06,Regelklasse,2,41,17,24,3,1,2,5,4,1
11G03,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,7,154,71,83,11,5,6,34,19,15
11G05,Jahrgangsstufe 03,Jahrgangsübergreifende Lerngruppe,7,181,86,95,5,3,2,32,15,17
11G05,Jahrgangsstufe 04,Regelklasse,2,41,23,18,4,2,2,12,7,5
11G05,Jahrgangsstufe 05,Jahrgangsübergreifende Lerngruppe,1,18,9,9,0,0,0,3,2,1
11G05,Jahrgangsstufe 05,Regelklasse,2,38,14,24,0,0,0,8,3,5
11G05,Jahrgangsstufe 06,Jahrgangsübergreifende Lerngruppe,2,41,21,20,0,0,0,0,0,0
11G05,Jahrgangsstufe 06,Regelklasse,1,21,15,6,2,2,0,5,5,0
11G05,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,1,26,9,17,4,1,3,10,4,6
11G06,Jahrgangsstufe 03,Jahrgangsübergreifende Lerngruppe,5,113,52,61,19,8,11,44,24,20
11G06,Jahrgangsstufe 03,Sonderpädagogische Kleinklasse,1,6,6,0,0,0,0,2,2,0
11G06,Jahrgangsstufe 04,Regelklasse,1,26,13,13,6,3,3,11,5,6
11G06,Jahrgangsstufe 04,Sonderpädagogische Kleinklasse,1,8,8,0,0,0,0,0,0,0
11G06,Jahrgangsstufe 05,Regelklasse,2,35,14,21,8,5,3,14,8,6
11G06,Jahrgangsstufe 05,Sonderpädagogische Kleinklasse,1,10,10,0,0,0,0,0,0,0
11G06,Jahrgangsstufe 06,Regelklasse,1,21,17,4,1,0,1,7,5,2
11G06,Jahrgangsstufe 06,Sonderpädagogische Kleinklasse,2,10,9,1,1,1,0,2,2,0
11G06,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,1,13,11,2,2,2,0,4,2,2
11G06,Schulanfangsphase,Sonderpädagogische Kleinklasse,2,7,7,0,0,0,0,0,0,0
11G07,Jahrgangsstufe 03,Regelklasse,2,36,17,19,9,4,5,16,7,9
11G07,Jahrgangsstufe 04,Regelklasse,2,47,23,24,6,4,2,23,12,11
11G07,Jahrgangsstufe 05,Regelklasse,2,37,22,15,9,6,3,22,12,10
11G07,Jahrgangsstufe 06,Regelklasse,2,33,14,19,3,2,1,9,4,5
11G07,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,1,12,6,6,4,2,2,5,2,3
11G07,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,5,99,49,50,18,9,9,54,25,29
11G08,Jahrgangsstufe 03,Regelklasse,3,60,24,36,21,12,9,21,12,9
11G08,Jahrgangsstufe 04,Regelklasse,3,59,30,29,14,11,3,14,11,3
11G08,Jahrgangsstufe 05,Regelklasse,2,45,24,21,15,7,8,15,7,8
11G08,Jahrgangsstufe 06,Regelklasse,2,49,25,24,11,4,7,11,4,7
11G08,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,4,82,43,39,14,9,5,14,9,5
11G08,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,2,41,19,22,3,3,0,3,3,0
11G09,Jahrgangsstufe 03,Regelklasse,2,46,25,21,2,0,2,14,6,8
11G09,Jahrgangsstufe 04,Regelklasse,3,64,38,26,10,8,2,22,15,7
11G09,Jahrgangsstufe 05,Regelklasse,2,46,25,21,8,3,5,17,9,8
11G09,Jahrgangsstufe 06,Regelklasse,3,70,30,40,16,4,12,27,10,17
11G09,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,1,22,12,10,5,1,4,12,4,8
11G09,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,6,139,70,69,28,16,12,58,29,29
11G10,Jahrgangsstufe 03,Regelklasse,2,51,26,25,4,0,4,12,4,8
11G10,Jahrgangsstufe 04,Regelklasse,3,63,35,28,6,3,3,26,15,11
11G10,Jahrgangsstufe 05,Regelklasse,2,45,25,20,10,6,4,17,9,8
11G10,Jahrgangsstufe 06,Regelklasse,2,47,17,30,4,4,0,19,7,12
11G10,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,1,21,8,13,0,0,0,8,4,4
11G10,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,6,133,61,72,16,6,10,48,17,31
11G11,Jahrgangsstufe 04,Jahrgangsübergreifende Lerngruppe,6,143,63,80,20,12,8,58,23,35
11G11,Jahrgangsstufe 05,Regelklasse,3,70,35,35,9,7,2,32,16,16
11G11,Jahrgangsstufe 06,Regelklasse,3,62,33,29,10,7,3,28,16,12
11G11,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,8,192,110,82,44,24,20,84,46,38
11G12,Jahrgangsstufe 03,Klasse der Staatlichen Europaschule,2,38,14,24,10,6,4,28,11,17
11G12,Jahrgangsstufe 03,Regelklasse,2,43,21,22,0,0,0,0,0,0
11G12,Jahrgangsstufe 04,Klasse der Staatlichen Europaschule,2,45,25,20,11,8,3,28,16,12
11G12,Jahrgangsstufe 04,Regelklasse,1,18,9,9,0,0,0,0,0,0
11G12,Jahrgangsstufe 05,Klasse der Staatlichen Europaschule,2,33,17,16,6,4,2,32,16,16
11G12,Jahrgangsstufe 05,Regelklasse,1,15,5,10,0,0,0,0,0,0
11G12,Jahrgangsstufe 06,Klasse der Staatlichen Europaschule,2,33,14,19,7,1,6,32,13,19
11G12,Jahrgangsstufe 06,Regelklasse,1,20,8,12,1,0,1,2,1,1
11G12,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,4,73,43,30,2,2,0,8,6,2
11G12,Schulanfangsphase,Klasse der Staatlichen Europaschule,4,92,51,41,10,5,5,52,30,22
11G13,Jahrgangsstufe 03,Regelklasse,3,69,43,26,0,0,0,4,4,0
11G13,Jahrgangsstufe 04,Regelklasse,3,70,41,29,0,0,0,0,0,0
11G13,Jahrgangsstufe 05,Regelklasse,2,48,22,26,0,0,0,1,0,1
11G13,Jahrgangsstufe 06,Regelklasse,2,44,21,23,1,1,0,1,1,0
11G13,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,7,168,75,93,4,1,3,8,3,5
11G14,Jahrgangsstufe 03,Regelklasse,3,58,26,32,2,0,2,3,0,3
11G14,Jahrgangsstufe 04,Regelklasse,3,58,28,30,1,1,0,3,2,1
11G14,Jahrgangsstufe 05,Regelklasse,3,67,26,41,0,0,0,1,1,0
11G14,Jahrgangsstufe 06,Regelklasse,2,50,29,21,1,1,0,1,1,0
11G14,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,6,156,81,75,5,2,3,4,2,2
11G15,Jahrgangsstufe 03,Regelklasse,2,32,11,21,7,3,4,14,5,9
11G15,Jahrgangsstufe 04,Regelklasse,2,30,18,12,3,0,3,10,5,5
11G15,Jahrgangsstufe 05,Regelklasse,1,26,13,13,6,4,2,15,8,7
11G15,Jahrgangsstufe 06,Regelklasse,1,23,10,13,13,7,6,16,7,9
11G15,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,4,85,35,50,12,6,6,39,19,20
11G16,Jahrgangsstufe 03,Regelklasse,3,55,25,30,3,0,3,6,4,2
11G16,Jahrgangsstufe 04,Regelklasse,2,36,23,13,4,1,3,2,1,1
11G16,Jahrgangsstufe 05,Regelklasse,2,39,17,22,5,0,5,12,4,8
11G16,Jahrgangsstufe 06,Regelklasse,1,20,11,9,0,0,0,0,0,0
11G16,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,6,95,55,40,1,0,1,16,8,8
11G17,Jahrgangsstufe 03,Regelklasse,3,70,36,34,19,11,8,27,14,13
11G17,Jahrgangsstufe 04,Regelklasse,3,82,38,44,17,10,7,29,18,11
11G17,Jahrgangsstufe 05,Regelklasse,3,64,34,30,5,3,2,19,12,7
11G17,Jahrgangsstufe 06,Regelklasse,2,50,25,25,7,4,3,13,7,6
11G17,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,2,47,29,18,17,9,8,25,15,10
11G17,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,6,137,75,62,35,15,20,59,29,30
11G18,Jahrgangsstufe 03,Regelklasse,3,66,29,37,6,2,4,18,5,13
